Title,Year,Type,Price,Engine type,Gearbox_type,Power_unit,Milage,City
Opel Astra,['2015-08'],Hečbekas,5250,Dyzelinas,Mechaninė,"1.6 l.,         81  kW",201000,Utena
Opel Insignia,['2010-04'],Hečbekas,5299,Dyzelinas,Automatinė,"2.0 l.,         96  kW",293416,Kėdainiai
Opel Astra,['2011-05'],Hečbekas,5300,Benzinas,Automatinė,"1.6 l.,         85  kW",207000,Utena
Opel Insignia,['2011'],Universalas,5300,Dyzelinas,Mechaninė,"2.0 l.,         96  kW",287646,Klaipėda
Opel Astra,['2011-12'],Universalas,5400,Benzinas,Automatinė,"1.4 l.,         103  kW",158537,Vilnius
Opel Antara,['2009-10'],Visureigis / Krosoveris,5400,Dyzelinas,Mechaninė,"2.0 l.,         110  kW",238975,Mažeikiai
Opel Zafira,['2012'],Vienatūris,5400,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",304496,Kaunas
Opel Insignia,['2012-12'],Universalas,5499,Dyzelinas,Automatinė,"2.0 l.,         118  kW",276230,Kretinga
Opel Antara,['2010-09'],Visureigis / Krosoveris,5500,Dyzelinas,Automatinė,"2.0 l.,         110  kW",327980,Jonava
Opel Insignia,['2010-11'],Universalas,5500,Dyzelinas,Automatinė,"2.0 l.,         120  kW",214000,Tauragė
Opel Insignia,['2012-05'],Universalas,5600,Dyzelinas,Mechaninė,"2.0 l.,         118  kW",265609,Marijampolė
Opel Zafira,['2013-11'],Vienatūris,5600,Dyzelinas,Mechaninė,"2.0 l.,         81  kW",217000,Tauragė
Opel Combo,['2014-07'],Vienatūris,5650,Dyzelinas,Mechaninė,"1.6 l.,         77  kW",336200,Utena
Opel Astra,['2018-03'],Hečbekas,5650,Dyzelinas,Mechaninė,"1.6 l.,         100  kW",250000,Šiauliai
Opel Meriva,['2013-07'],Vienatūris,5650,Benzinas,Mechaninė,"1.4 l.,         88  kW",88000,Marijampolė
Opel Astra,['2014-01'],Hečbekas,5699,Benzinas,Mechaninė,"1.6 l.,         125  kW",72000,Jurbarkas
Opel Vivaro,['2013-09'],Komercinis,5700,Dyzelinas,Mechaninė,"2.0 l.,         84  kW",242390,Tauragė
Opel Insignia,['2014-01'],Universalas,5700,Dyzelinas,Mechaninė,"2.0 l.,         120  kW",281000,Pakruojis
Opel Insignia,['2011-11'],Universalas,5750,Dyzelinas,Automatinė,"2.0 l.,         118  kW",224887,Marijampolė
Opel Insignia,['2017-08'],Universalas,5750,Dyzelinas,Automatinė,"1.6 l.,         100  kW",258000,Ukmergė
Opel Mokka,['2016-02'],Visureigis / Krosoveris,5750,Dyzelinas,Mechaninė,"1.6 l.,         100  kW",198000,Kaunas
Opel Mokka,['2013-02'],Visureigis / Krosoveris,5799,Dyzelinas,Mechaninė,"1.7 l.,         96  kW",193000,Klaipėda
Opel Astra,['2015-06'],Universalas,5799,Dyzelinas,Mechaninė,"1.6 l.,         81  kW",191815,Kėdainiai
Opel Insignia,['2015-06'],Universalas,5800,Dyzelinas,Mechaninė,"2.0 l.,         103  kW",287000,Marijampolė
Opel Antara,['2012-03'],Visureigis / Krosoveris,5850,Dyzelinas,Automatinė,"2.2 l.,         135  kW",176000,Marijampolė
Opel Astra,['2012-11'],Hečbekas,5899,Benzinas,Mechaninė,"1.6 l.,         85  kW",109534,Kretinga
