Title,Year,Type,Price,Engine type,Gearbox_type,Milage,City,Engine,Power
Opel Zafira,2014,Vienatūris,7950,Dyzelinas,Mechaninė,250000,Šiauliai,1600,100
Opel Insignia,2015,Sedanas,7950,Dyzelinas,Automatinė,279658,Marijampolė,2000,143
Opel Astra,2016,Hečbekas,7950,Dyzelinas,Mechaninė,134946,Kaunas,1600,81
Opel Astra,2017,Hečbekas,8000,Dyzelinas,Mechaninė,193305,Tauragė,1600,100
Opel Astra,2016,Universalas,8100,Dyzelinas,Mechaninė,216599,Vilnius,1600,81
Opel Mokka,2013,Visureigis / Krosoveris,8200,Dyzelinas,Automatinė,175408,Telšiai,1700,96
Opel Insignia,2014,Universalas,8200,Dyzelinas,Automatinė,208000,Klaipėda,2000,120
Opel Vivaro,2008,Vienatūris,8200,Dyzelinas,Mechaninė,193582,Kėdainiai,2000,84
Opel Zafira,2014,Vienatūris,8200,Dyzelinas,Mechaninė,273474,Kaunas,2000,96
Opel Astra,2018,Universalas,8349,Dyzelinas,Mechaninė,213000,Kaunas,1600,100
Opel Astra,2019,Universalas,8349,Benzinas,Mechaninė,188000,Kaunas,1000,77
Opel Astra,2018,Universalas,8349,Dyzelinas,Mechaninė,197000,Kaunas,1600,100
Opel Zafira Tourer,2015,Vienatūris,8350,Dyzelinas,Mechaninė,176758,Marijampolė,2000,125
Opel Mokka X,2017,Visureigis / Krosoveris,8350,Dyzelinas,Automatinė,205000,Kaunas,1600,100
Opel Insignia,2018,Universalas,8400,Dyzelinas,Mechaninė,301000,Kaunas,1600,100
Opel Crossland X,2018,Vienatūris,8400,Dyzelinas,Mechaninė,265000,Kaunas,1500,75
Opel Vivaro,2018,Komercinis,8400,Dyzelinas,Mechaninė,246000,Pakruojis,1600,92
Opel Astra,2019,Universalas,8400,Benzinas,Mechaninė,200252,Kaunas,1400,110
Opel Astra,2019,Hečbekas,8469,Dyzelinas,Mechaninė,139000,Kaunas,1600,81
Opel Insignia,2014,Universalas,8500,Dyzelinas,Automatinė,227207,Kaunas,2000,143
Opel Insignia,2016,Universalas,8500,Dyzelinas,Mechaninė,298607,Kaunas,1600,100
Opel Astra,2020,Universalas,8550,Dyzelinas,Mechaninė,214000,Kretinga,1500,77
Opel Mokka,2013,Visureigis / Krosoveris,8600,Dyzelinas,Automatinė,199682,Vilnius,1700,96
Opel Mokka,2013,Visureigis / Krosoveris,8699,Dyzelinas,Automatinė,247852,Kretinga,1700,96
Opel Mokka,2013,Visureigis / Krosoveris,8700,Dyzelinas,Mechaninė,1752152,Kaunas,1700,96
Opel Insignia,2018,Universalas,8750,Dyzelinas,Mechaninė,329768,Marijampolė,1600,81
