Title,Year,Type,Price,Engine type,Gearbox_type,Milage,City,Engine,Power
Skoda Octavia,2018,Hečbekas,9800.0,Dyzelinas,Automatinė,240000,Kaunas,1600,85
Skoda Octavia,2019,Universalas,9900.0,Dyzelinas,Automatinė,283900,Vilnius,2000,110
Skoda Octavia,2020,Universalas,9922.0,Benzinas,Mechaninė,188000,Kaunas,1000,85
Skoda Octavia,2019,Universalas,9922.0,Benzinas,Mechaninė,180000,Kaunas,1000,85
Skoda Octavia,2017,Universalas,9999.0,Dyzelinas,Automatinė,309728,Kėdainiai,2000,110
Skoda Octavia,2014,Universalas,10200.0,Dyzelinas,Automatinė,247000,Klaipėda,2000,135
Skoda Octavia,2018,Universalas,10200.0,Dyzelinas,Automatinė,285211,Kaunas,2000,110
Skoda Octavia,2018,Universalas,10300.0,Dyzelinas,Automatinė,247455,Telšiai,2000,110
Skoda Octavia,2019,Universalas,10300.0,Dyzelinas,Automatinė,173000,Utena,1600,85
Skoda Octavia,2018,Hečbekas,10500.0,Benzinas,Automatinė,192379,Kupiškis,1400,110
Skoda Octavia,2015,Universalas,10500.0,Dyzelinas,Automatinė,257600,Vilnius,2000,135
Skoda Octavia,2018,Universalas,10600.0,Dyzelinas,Mechaninė,210000,Vilnius,1600,85
Skoda Octavia,2018,Universalas,10890.0,Dyzelinas,Automatinė,233000,Kaunas,1600,85
Skoda Octavia,2017,Universalas,10900.0,Dyzelinas,Automatinė,360000,Vilnius,2000,110
Skoda Octavia,2018,Universalas,10950.0,Dyzelinas,Automatinė,206345,Vilnius,1600,85
Skoda Octavia,2017,Universalas,10990.0,Benzinas,Mechaninė,192560,Vilnius,1400,110
Skoda Octavia,2017,Universalas,11300.0,Benzinas,Automatinė,128630,Vilnius,1800,132
Skoda Octavia,2017,Universalas,11300.0,Benzinas,Mechaninė,249678,Kaunas,1400,110
Skoda Octavia,2018,Universalas,11400.0,Dyzelinas,Automatinė,230500,Kėdainiai,2000,110
Skoda Octavia,2018,Universalas,11450.0,Dyzelinas,Automatinė,215574,Vilnius,1600,85
Skoda Octavia,2017,Hečbekas,11500.0,Dyzelinas,Automatinė,149850,Kaunas,1600,85
Skoda Octavia,2018,Universalas,11650.0,Dyzelinas,Mechaninė,209687,Marijampolė,2000,110
Skoda Octavia,2018,Universalas,11750.0,Dyzelinas,Automatinė,203700,Vilnius,1600,85
Skoda Octavia,2018,Universalas,11850.0,Dyzelinas,Automatinė,220500,Vilnius,1600,85
Skoda Octavia,2019,Sedanas,12342.0,Dyzelinas,Automatinė,217000,Kaunas,1600,85
Skoda Octavia,2018,Universalas,12550.0,Dyzelinas,Automatinė,173126,Vilnius,1600,85
Skoda Octavia,2019,Universalas,12600.0,Dyzelinas,Mechaninė,193640,Klaipėda,1600,85
Skoda Octavia,2018,Universalas,12750.0,Dyzelinas,Automatinė,145664,Vilnius,1600,85
Skoda Octavia,2019,Universalas,12950.0,Dyzelinas,Automatinė,82341,Vilnius,1600,85
Skoda Octavia,2019,Universalas,12950.0,Benzinas / dujos,Automatinė,147209,Vilnius,1500,96
Skoda Octavia,2019,Universalas,13250.0,Dyzelinas,Automatinė,132014,Vilnius,2000,110
Skoda Octavia,2020,Universalas,13450.0,Dyzelinas,Automatinė,190800,Vilnius,1600,85
Skoda Octavia,2020,Universalas,13500.0,Benzinas / dujos,Automatinė,139441,Kaunas,1500,96
Skoda Octavia,2015,Universalas,13800.0,Dyzelinas,Automatinė,274500,Kaunas,2000,135
Skoda Octavia,2019,Universalas,13900.0,Benzinas,Automatinė,151700,Vilnius,1500,110
Skoda Octavia,2019,Universalas,13950.0,Dyzelinas,Automatinė,89524,Kaunas,1600,85
Skoda Octavia,2020,Universalas,13950.0,Dyzelinas,Automatinė,202108,Kaunas,2000,110
Skoda Octavia,2019,Hečbekas,13990.0,Benzinas,Automatinė,97664,Vilnius,1500,110
Skoda Octavia,2020,Universalas,14157.0,Dyzelinas,Automatinė,228000,Marijampolė,1600,85
Skoda Octavia,2019,Universalas,14600.0,Benzinas,Automatinė,218761,Kaunas,1500,110
Skoda Octavia,2019,Universalas,14700.0,Dyzelinas,Automatinė,171063,Vilnius,1600,85
Skoda Octavia,2020,Hečbekas,14900.0,Dyzelinas,Automatinė,131000,Vilnius,1600,85
Skoda Octavia,2019,Universalas,14900.0,Dyzelinas,Automatinė,161000,Vilnius,2000,110
Skoda Octavia,2018,Universalas,14900.0,Dyzelinas,Automatinė,197000,Vilnius,2000,110
Skoda Octavia,2017,Universalas,14950.0,Dyzelinas,Mechaninė,84708,Kaunas,2000,110
Skoda Octavia,2020,Universalas,15000.0,Benzinas,Automatinė,81000,Klaipėda,1500,110
Skoda Octavia,2021,Universalas,15300.0,Dyzelinas,Automatinė,185222,Kaunas,2000,110
Skoda Octavia,2020,Universalas,15450.0,Benzinas,Automatinė,102500,Vilnius,1500,110
Skoda Octavia,2019,Universalas,15900.0,Dyzelinas,Automatinė,158304,Vilnius,2000,110
Skoda Octavia,2018,Hečbekas,15900.0,Benzinas,Automatinė,42000,Vilnius,1800,132
Skoda Octavia,2021,Hečbekas,15900.0,Benzinas,Mechaninė,108800,Klaipėda,1500,110
Skoda Octavia,2019,Universalas,15950.0,Dyzelinas,Automatinė,139150,Vilnius,1600,85
Skoda Octavia,2019,Universalas,16250.0,Dyzelinas,Automatinė,142507,Marijampolė,2000,110
Skoda Octavia,2020,Universalas,16300.0,Benzinas,Automatinė,156873,Vilnius,1500,110
Skoda Octavia,2020,Hečbekas,16500.0,Benzinas,Mechaninė,96000,Vilnius,1500,110
Skoda Octavia,2021,Hečbekas,16500.0,Benzinas / elektra,Automatinė,170150,Panevėžys,1500,110
Skoda Octavia,2019,Universalas,16600.0,Dyzelinas,Automatinė,153665,Vilnius,2000,110
Skoda Octavia,2021,Universalas,16900.0,Benzinas,Automatinė,61000,Kretinga,1000,85
Skoda Octavia,2021,Hečbekas,17500.0,Benzinas,Mechaninė,60000,Vilnius,1500,110
Skoda Octavia,2021,Universalas,17900.0,Benzinas,Automatinė,97200,Vilnius,1500,110
Skoda Octavia,2019,Sedanas,18500.0,Benzinas,Automatinė,119000,Vilnius,1500,110
Skoda Octavia,2022,Hečbekas,18700.0,Benzinas,Mechaninė,51500,Vilnius,1500,110
Skoda Octavia,2020,Universalas,18900.0,Dyzelinas,Automatinė,144500,Vilnius,2000,110
Skoda Octavia,2018,Universalas,18990.0,Benzinas,Automatinė,201200,Vilnius,2000,222
Skoda Octavia,2021,Universalas,19500.0,Dyzelinas,Automatinė,168300,Klaipėda,2000,110
Skoda Octavia,2021,Sedanas,19550.0,Benzinas,Automatinė,128594,Vilnius,1500,110
Skoda Octavia,2021,Hečbekas,19600.0,Benzinas,Automatinė,132153,Vilnius,1500,110
Skoda Octavia,2021,Universalas,19800.0,Dyzelinas,Automatinė,106723,Vilnius,2000,110
Skoda Octavia,2020,Universalas,19900.0,Dyzelinas,Automatinė,138600,Vilnius,2000,110
Skoda Octavia,2022,Hečbekas,19900.0,Dyzelinas,Automatinė,89000,Vilnius,2000,85
Skoda Octavia,2021,Universalas,19965.0,Benzinas / elektra,Automatinė,141000,Vilnius,1400,150
Skoda Octavia,2020,Universalas,19965.0,Benzinas / elektra,Automatinė,111397,Vilnius,1400,150
Skoda Octavia,2021,Universalas,20000.0,Benzinas / elektra,Automatinė,77000,Vilnius,1000,81
Skoda Octavia,2021,Hečbekas,20452.0,Benzinas,Automatinė,88200,Vilnius,1500,110
Skoda Octavia,2020,Universalas,20900.0,Dyzelinas,Automatinė,153752,Vilnius,2000,110
Skoda Octavia,2024,Universalas,20900.0,Dyzelinas,Automatinė,157407,Vilnius,2000,110
Skoda Octavia,2021,Hečbekas,20900.0,Benzinas / elektra,Automatinė,113000,Klaipėda,1400,150
Skoda Octavia,2020,Universalas,20900.0,Dyzelinas,Automatinė,147600,Vilnius,2000,110
Skoda Octavia,2020,Sedanas,20990.0,Benzinas,Automatinė,37900,Vilnius,1500,110
Skoda Octavia,2020,Universalas,21100.0,Dyzelinas,Automatinė,153708,Vilnius,2000,135
Skoda Octavia,2021,Universalas,21600.0,Dyzelinas,Automatinė,150390,Vilnius,2000,110
Skoda Octavia,2020,Universalas,21900.0,Dyzelinas,Automatinė,123700,Vilnius,2000,110
Skoda Octavia,2021,Universalas,21999.0,Dyzelinas,Automatinė,149887,Marijampolė,2000,147
Skoda Octavia,2020,Hečbekas,22750.0,Dyzelinas,Automatinė,81600,Vilnius,2000,110
Skoda Octavia,2022,Universalas,27471.0,Dyzelinas,Automatinė,45996,Kaunas,2000,147
Skoda Octavia,2007,Universalas,600.0,Dyzelinas,Mechaninė,558600,Kaunas,1900,77
Skoda Octavia,1998,Universalas,700.0,Benzinas / dujos,Mechaninė,300000,Vilnius,1800,92
Skoda Octavia,2008,Hečbekas,750.0,Dyzelinas,Mechaninė,298289,Klaipėda,1900,77
Skoda Octavia,2007,Sedanas,900.0,Dyzelinas,Mechaninė,398000,Klaipėda,1900,77
Skoda Octavia,1998,Hečbekas,990.0,Dyzelinas,Mechaninė,263622,Vilnius,1900,66
Skoda Octavia,2006,Universalas,999.0,Dyzelinas,Mechaninė,382000,Vilnius,1900,77
Skoda Octavia,2007,Universalas,1250.0,Dyzelinas,Mechaninė,309123,Klaipėda,1900,77
Skoda Octavia,2000,Hečbekas,1250.0,Dyzelinas,Mechaninė,370000,Biržai,1900,81
Skoda Octavia,2007,Universalas,1250.0,Dyzelinas,Mechaninė,467000,Kaunas,2000,103
Skoda Octavia,2005,Universalas,1300.0,Dyzelinas,Mechaninė,356000,Šventoji,1900,81
Skoda Octavia,2009,Hečbekas,1500.0,Benzinas,Mechaninė,208857,Kaunas,1400,90
Skoda Octavia,2008,Hečbekas,1550.0,Dyzelinas,Mechaninė,427323,Jonava,2000,103
Skoda Octavia,2011,Hečbekas,1600.0,Benzinas,Automatinė,200600,Klaipėda,1400,90
Skoda Octavia,2006,Hečbekas,1600.0,Dyzelinas,Mechaninė,275500,Pakruojis,1900,77
Skoda Octavia,2007,Universalas,1650.0,Dyzelinas,Mechaninė,454000,Šalčininkai,1900,77
Skoda Octavia,2002,Universalas,1650.0,Benzinas,Mechaninė,227784,Vilkaviškis,1600,75
