Title,Year,Type,Price,Engine type,Gearbox_type,Power_unit,Milage,City
Opel Astra,['2005-07'],Hečbekas,1450,Benzinas,Automatinė,"1.6 l.,         77  kW",200000,Vilnius
Opel Astra,['2002'],Universalas,1450,Benzinas,Mechaninė,"1.6 l.,         62  kW",195076,Marijampolė
Opel Astra,['2004-03'],Hečbekas,1499,Benzinas,Mechaninė,"1.6 l.,         62  kW",221345,Marijampolė
Opel Astra,['2004-11'],Hečbekas,1500,Dyzelinas,Mechaninė,"1.7 l.,         74  kW",288280,Raseiniai
Opel Astra,['2004-10'],Hečbekas,1500,Dyzelinas,Mechaninė,"1.7 l.,         74  kW",243972,Šiauliai
Opel Astra,['2002'],Universalas,1550,Benzinas,Mechaninė,"1.6 l.,         62  kW",176268,Marijampolė
Opel Astra,['2003'],Hečbekas,1550,Benzinas,Mechaninė,"1.6 l.,         62  kW",149751,Marijampolė
Opel Astra,['2008-07'],Hečbekas,1600,Benzinas,Mechaninė,"1.6 l.,         85  kW",195000,Vilnius
Opel Astra,['2008-11'],Universalas,1600,Dyzelinas,Mechaninė,"1.7 l.,         74  kW",161300,Kaunas
Opel Astra,['2008'],Hečbekas,1600,Benzinas,Mechaninė,"1.4 l.,         85  kW",309000,Radviliškis
Opel Astra,['2002-05'],Universalas,1600,Benzinas,Mechaninė,"1.6 l.,         62  kW",242007,Marijampolė
Opel Astra,['2007'],Hečbekas,1600,Dyzelinas,Mechaninė,"1.7 l.,         74  kW",228050,Kaunas
Opel Astra,['2007'],Hečbekas,1600,Dyzelinas,Mechaninė,"1.7 l.,         74  kW",228050,Kaunas
Opel Astra,['2006-11'],Kupė (Coupe),1700,Benzinas,Mechaninė,"1.6 l.,         77  kW",231000,Vilnius
Opel Astra,['2005-11'],Universalas,1700,Dyzelinas,Mechaninė,"1.9 l.,         88  kW",256878,Kaunas
Opel Astra,['2004-10'],Hečbekas,1700,Benzinas,Automatinė,"1.8 l.,         92  kW",170000,Vilnius
Opel Astra,['2008'],Kupė (Coupe),1700,Dyzelinas,Mechaninė,"1.9 l.,         88  kW",243574,Kaunas
Opel Astra,['2007-02'],Hečbekas,1700,Dyzelinas,Mechaninė,"1.7 l.,         74  kW",249300,Kuršėnai
Opel Astra,['2001-10'],Kabrioletas,1750,Benzinas,Mechaninė,"2.2 l.,         108  kW",239700,Mažeikiai
Opel Astra,['2006'],Hečbekas,1750,Dyzelinas,Mechaninė,"1.9 l.,         88  kW",352506,Akmenė
Opel Astra,['2009'],Universalas,1800,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",336597,Šilutė
Opel Astra,['2004'],Vienatūris,1800,Benzinas,Mechaninė,"1.8 l.,         1  kW",273751,Marijampolė
Opel Astra,['2007-10'],Universalas,1850,Benzinas,Mechaninė,"1.6 l.,         77  kW",224300,Klaipėda
Opel Astra,['2001-04'],Universalas,1850,Benzinas / dujos,Automatinė,"1.6 l.,         74  kW",165000,Kaunas
Opel Astra,['2005-06'],Kupė (Coupe),1850,Benzinas,Automatinė,"1.6 l.,         77  kW",306000,Vilnius
Opel Astra,['2008-04'],Universalas,1900,Benzinas,Mechaninė,"1.6 l.,         85  kW",191000,Šiauliai
Opel Astra,['2005'],Universalas,1940,Dyzelinas,Mechaninė,"1.9 l.,         88  kW",340000,Klaipėda
Opel Astra,['2007-04'],Hečbekas,1950,Benzinas,Mechaninė,"1.6 l.,         77  kW",220000,Vilnius
Opel Astra,['2006-11'],Sedanas,1950,Benzinas,Mechaninė,"1.4 l.,         66  kW",87000,Kaunas
Opel Astra,['2006-11'],Universalas,1999,Benzinas,Mechaninė,"1.8 l.,         103  kW",331000,Jonava
Opel Astra,['2009-10'],Hečbekas,1999,Benzinas,Mechaninė,"1.6 l.,         85  kW",176000,Utena
Opel Astra,['2005-01'],Hečbekas,2000,Dyzelinas,Mechaninė,"1.7 l.,         74  kW",230000,Alytus
Opel Astra,['2008-06'],Universalas,2050,Dyzelinas,Mechaninė,"1.7 l.,         74  kW",276000,Alytus
Opel Astra,['2005'],Hečbekas,2100,Dyzelinas,Mechaninė,"1.9 l.,         88  kW",269400,Vilnius
Opel Astra,['2005-07'],Universalas,2100,Benzinas / dujos,Mechaninė,"1.6 l.,         77  kW",148000,Vilnius
Opel Astra,['2010-04'],Hečbekas,2100,Dyzelinas,Mechaninė,"2.0 l.,         118  kW",136000,Vilnius
Opel Astra,['2011-01'],Hečbekas,2100,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",199854,Vilnius
Opel Astra,['2007-03'],Universalas,2150,Dyzelinas,Mechaninė,"1.9 l.,         88  kW",175000,Šiauliai
Opel Astra,['2010-02'],Universalas,2200,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",230099,Druskininkai
Opel Astra,['2009-08'],Hečbekas,2200,Dyzelinas,Mechaninė,"1.7 l.,         81  kW",212000,Tauragė
Opel Astra,['2007-08'],Universalas,2250,Dyzelinas,Automatinė,"1.9 l.,         88  kW",330132,Kaunas
Opel Astra,['2006-09'],Kupė (Coupe),2300,Dyzelinas,Automatinė,"1.3 l.,         66  kW",224100,Rietavas
Opel Astra,['2008'],Universalas,2300,Dyzelinas,Mechaninė,"1.9 l.,         110  kW",287994,Kaišiadorys
Opel Astra,['2005-01'],Hečbekas,2400,Benzinas,Automatinė,"1.8 l.,         92  kW",247000,Vilnius
Opel Astra,['2002-10'],Kabrioletas,2400,Benzinas,Mechaninė,"1.6 l.,         74  kW",197000,Vilnius
Opel Astra,['1998-06'],Kabrioletas,2450,Benzinas,Mechaninė,"1.4 l.,         66  kW",145000,Marijampolė
Opel Astra,['2007-06'],Universalas,2500,Benzinas / dujos,Automatinė,"1.6 l.,         85  kW",341297,Vilnius
Opel Astra,['2009'],Universalas,2500,Benzinas,Mechaninė,"1.6 l.,         85  kW",231453,Anykščiai
Opel Astra,['2009-09'],Universalas,2599,Dyzelinas,Mechaninė,"1.9 l.,         74  kW",212090,Kėdainiai
Opel Astra,['2005-11'],Hečbekas,2688,Benzinas,Mechaninė,"1.4 l.,         66  kW",197683,Vilnius
